"sample_id","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","protein","moisture","slope1","bias1","slope2","bias2","product","date","time","int_time","temp","gps","utc_time","y","n","x","w","id"
"SEC 1 EAST",3.150984,3.067344,2.992928,2.924408,2.858152,2.791432,2.730985,2.677629,2.63097,2.595466,2.577249,2.577,2.588087,2.587512,2.557438,2.516486,2.498306,2.527558,2.61259,2.726278,2.800934,2.816329,2.796281,2.756507,2.70632,2.652923,2.600574,2.551468,2.504155,2.458816,2.420174,2.389749,2.368725,2.359047,2.370367,2.429885,2.566399,2.758373,7.2212,8.1843,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:56:34",10000,35.3,"GPGGA",15547,46.0427250666667,"N",-109.173644433333,"W",19100
"SEC 1 EAST",3.077978,2.997065,2.925736,2.859619,2.795114,2.73354,2.675715,2.622881,2.578285,2.54286,2.524135,2.523674,2.532135,2.529361,2.501333,2.461379,2.443652,2.470819,2.551435,2.656377,2.72615,2.740082,2.722439,2.685396,2.637104,2.586401,2.539215,2.491701,2.44588,2.403693,2.366502,2.337306,2.317638,2.308301,2.319998,2.377755,2.50744,2.690182,9.4572,8.1557,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:56:56",10000,36,"GPGGA",15615,46.0429909833333,"N",-109.173643616667,"W",19101
"SEC 1 EAST",2.880732,2.810539,2.748387,2.688144,2.631636,2.582344,2.532518,2.483351,2.443904,2.413444,2.396529,2.397108,2.405518,2.404095,2.379468,2.343766,2.328161,2.355293,2.428827,2.525165,2.588811,2.601131,2.583932,2.551321,2.507733,2.461966,2.419028,2.37674,2.335602,2.297585,2.263574,2.237251,2.219919,2.211773,2.222597,2.275795,2.395042,2.561846,10.592,8.7879,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:57:17",10000,35.7,"GPGGA",15637,46.0432107166667,"N",-109.173642883333,"W",19102
"SEC 1 EAST",3.132639,3.050799,2.979591,2.914294,2.847994,2.78563,2.730697,2.678534,2.634295,2.603022,2.587808,2.591352,2.606831,2.607786,2.580198,2.541578,2.524043,2.556859,2.647812,2.763187,2.841011,2.859529,2.840621,2.800863,2.750414,2.694933,2.643233,2.593801,2.544257,2.499382,2.461112,2.429562,2.409195,2.400207,2.411159,2.472625,2.613835,2.808145,8.0169,8.8761,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:57:36",10000,35.7,"GPGGA",15657,46.0434074166667,"N",-109.173642166667,"W",19103
"SEC 1 EAST",3.053016,2.97591,2.907523,2.843181,2.779676,2.718967,2.665358,2.617293,2.57514,2.544011,2.529248,2.532053,2.54579,2.547234,2.519678,2.481656,2.465137,2.495181,2.579928,2.690007,2.763979,2.78142,2.765184,2.728815,2.680615,2.628896,2.578381,2.530408,2.483422,2.439193,2.40196,2.372711,2.353011,2.343319,2.355318,2.413971,2.548738,2.73598,9.267,9.0124,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:57:54",10000,35.7,"GPGGA",15716,46.04357075,"N",-109.17364185,"W",19104
"SEC 1 EAST",3.002071,2.928776,2.863642,2.80285,2.741919,2.683346,2.631803,2.586076,2.545523,2.514601,2.499461,2.501857,2.51404,2.514376,2.487725,2.451404,2.435406,2.462773,2.542408,2.647589,2.71743,2.734117,2.719412,2.684938,2.638769,2.589605,2.540692,2.495053,2.449489,2.407213,2.371169,2.343319,2.324267,2.315299,2.326268,2.382266,2.511978,2.690728,9.873,8.5565,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:58:10",10000,35.6,"GPGGA",15734,46.04373095,"N",-109.173641333333,"W",19105
"SEC 1 EAST",3.035558,2.95802,2.891547,2.830165,2.768509,2.707636,2.65456,2.60555,2.563224,2.533447,2.519004,2.522228,2.537714,2.53955,2.51351,2.476531,2.460025,2.491631,2.578375,2.689887,2.763655,2.781624,2.762691,2.724982,2.676945,2.624947,2.575359,2.528962,2.482188,2.439033,2.402935,2.372282,2.35246,2.344065,2.354463,2.41312,2.547216,2.732558,6.9644,9.0246,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:59:03",10000,36,"GPGGA",15750,46.0438748833333,"N",-109.173640783333,"W",19106
"SEC 1 EAST",3.091213,3.009677,2.940034,2.874343,2.807945,2.746978,2.691323,2.639941,2.59713,2.564726,2.550024,2.555621,2.570289,2.573155,2.546497,2.506856,2.490346,2.524214,2.613955,2.732224,2.811873,2.829236,2.809885,2.77027,2.718817,2.66443,2.612731,2.562442,2.514171,2.46933,2.430076,2.399111,2.37817,2.367944,2.379834,2.440287,2.577422,2.77375,7.8494,8.1653,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","19:59:30",10000,35.6,"GPGGA",15843,46.0435576666667,"N",-109.17348875,"W",19107
"SEC 1 EAST",3.113381,3.028971,2.953001,2.884423,2.818787,2.752984,2.694289,2.63982,2.591986,2.557578,2.53897,2.538008,2.548894,2.548337,2.518195,2.478735,2.46002,2.489533,2.574997,2.685905,2.758912,2.774149,2.7535,2.713856,2.664442,2.611131,2.560226,2.512851,2.464814,2.420516,2.383196,2.352232,2.331703,2.323041,2.333671,2.393074,2.528968,2.718939,7.2482,8.8333,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:00:10",10000,35.7,"GPGGA",15910,46.0432972333333,"N",-109.173489283333,"W",19109
"SEC 1 EAST",3.187491,3.100844,3.023111,2.950643,2.879689,2.814533,2.756096,2.699469,2.649837,2.612654,2.590744,2.587832,2.595508,2.590658,2.559661,2.519442,2.499384,2.526929,2.609357,2.716804,2.787613,2.80213,2.780627,2.741413,2.6926,2.63787,2.58759,2.540083,2.492519,2.447465,2.410525,2.37938,2.359013,2.34988,2.360925,2.419925,2.552909,2.739837,8.4151,8.1986,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:00:52",10000,35.4,"GPGGA",15950,46.0429096333333,"N",-109.173490233333,"W",19110
"SEC 1 EAST",3.215276,3.134924,3.063598,2.996126,2.929678,2.868324,2.813913,2.762991,2.717522,2.68512,2.671929,2.67699,2.694284,2.699292,2.672435,2.633285,2.617362,2.65288,2.748774,2.873121,2.954745,2.972588,2.951989,2.909595,2.856533,2.800199,2.745576,2.695389,2.645247,2.59757,2.557745,2.526413,2.503613,2.49359,2.505781,2.568569,2.712664,2.913489,5.9469,8.8026,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:01:54",10000,34.4,"GPGGA",20032,46.0424979,"N",-109.173491483333,"W",19111
"SEC 1 EAST",3.139099,3.05847,2.987205,2.922091,2.8587,2.795557,2.739895,2.690531,2.645927,2.615295,2.60255,2.608445,2.626558,2.63171,2.605718,2.56726,2.551227,2.587697,2.682808,2.805898,2.88732,2.905782,2.885058,2.843664,2.792061,2.735854,2.682936,2.633584,2.584154,2.537703,2.498847,2.466618,2.445041,2.435958,2.447388,2.509701,2.652792,2.851523,6.2383,8.968,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:02:26",10000,34.1,"GPGGA",20134,46.0418562666667,"N",-109.17349295,"W",19112
"SEC 1 EAST",3.168164,3.084756,3.012931,2.948184,2.881235,2.815185,2.757375,2.705512,2.662132,2.631026,2.615706,2.620935,2.638425,2.641762,2.61493,2.575803,2.558377,2.593632,2.688024,2.810184,2.89251,2.911132,2.890393,2.84866,2.796515,2.73943,2.68604,2.635681,2.585486,2.539102,2.499695,2.466842,2.445886,2.437168,2.447477,2.510224,2.653394,2.853638,7.185,8.8286,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:02:56",10000,34.6,"GPGGA",20205,46.0415371333333,"N",-109.173493916667,"W",19113
"SEC 1 EAST",3.208935,3.121427,3.04331,2.969538,2.89814,2.835087,2.775988,2.719064,2.671312,2.636487,2.617767,2.621495,2.634357,2.635054,2.606946,2.56499,2.546529,2.580732,2.674001,2.796721,2.87906,2.896097,2.874796,2.832935,2.779242,2.721849,2.668378,2.616931,2.566785,2.520763,2.479842,2.447225,2.425556,2.414787,2.427253,2.490551,2.635428,2.83956,8.4138,8.182,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:03:38",10000,34.6,"GPGGA",20235,46.0412286833333,"N",-109.17349495,"W",19114
"SEC 1 EAST",3.112071,3.031476,2.960164,2.893006,2.823139,2.759651,2.705386,2.65338,2.607509,2.572574,2.551419,2.548296,2.556615,2.551223,2.520659,2.481378,2.460999,2.48539,2.5613,2.662157,2.730289,2.745303,2.727303,2.692592,2.646544,2.596032,2.547869,2.502066,2.456089,2.413809,2.377492,2.34774,2.328535,2.319613,2.330226,2.387735,2.515843,2.694386,10.566,8.3415,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:04:04",10000,35.2,"GPGGA",20318,46.0407857833333,"N",-109.1734967,"W",19115
"SEC 1 EAST",3.043327,2.962571,2.89339,2.82796,2.761154,2.696787,2.638921,2.587211,2.544347,2.509305,2.489281,2.487218,2.494906,2.489628,2.460525,2.421008,2.402171,2.426355,2.501151,2.60125,2.669475,2.682713,2.665287,2.631705,2.585871,2.536429,2.489697,2.444136,2.399112,2.357636,2.321257,2.293179,2.274113,2.265506,2.276373,2.33274,2.46008,2.636692,12.089,7.8186,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:04:31",10000,35.1,"GPGGA",20343,46.0405293,"N",-109.173496966667,"W",19116
"SEC 1 EAST",3.154624,3.068099,2.992375,2.920834,2.851081,2.784773,2.723607,2.667667,2.61979,2.582243,2.560769,2.558231,2.565057,2.559848,2.528388,2.486176,2.465656,2.492014,2.570856,2.677835,2.747694,2.762213,2.745443,2.709257,2.660905,2.609043,2.55919,2.511079,2.463766,2.419009,2.380882,2.350998,2.331386,2.322452,2.334725,2.394806,2.5304,2.719134,11.092,8.1712,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:04:59",10000,34.8,"GPGGA",20410,46.0402530333333,"N",-109.173497516667,"W",19117
"SEC 1 EAST",3.128325,3.050057,2.977664,2.908931,2.839266,2.776755,2.721629,2.667933,2.62016,2.583081,2.559689,2.554398,2.559403,2.552357,2.520658,2.480506,2.458918,2.481436,2.555406,2.653545,2.718935,2.733449,2.715755,2.681434,2.636296,2.586097,2.53832,2.492663,2.446211,2.404005,2.368086,2.33797,2.318848,2.310144,2.321115,2.37845,2.506938,2.684581,11.029,8.3207,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:05:24",10000,35,"GPGGA",20438,46.0399868666667,"N",-109.173498783333,"W",19118
"SEC 1 EAST",3.096847,3.012405,2.936822,2.866455,2.799123,2.734142,2.67468,2.619789,2.571969,2.53611,2.515655,2.512341,2.519947,2.515728,2.484186,2.443577,2.423502,2.448452,2.526454,2.631938,2.700436,2.71539,2.698086,2.662172,2.615469,2.564823,2.515498,2.469699,2.422764,2.379441,2.342724,2.312984,2.292898,2.284349,2.296529,2.354142,2.48663,2.669409,9.6208,8.3215,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:05:45",10000,35.2,"GPGGA",20503,46.03975245,"N",-109.173499333333,"W",19119
"SEC 1 EAST",3.012431,2.936331,2.867142,2.80394,2.742269,2.682149,2.626826,2.575187,2.530195,2.496765,2.477069,2.473984,2.480917,2.475696,2.446852,2.407634,2.388325,2.412068,2.4856,2.582312,2.646159,2.66034,2.643676,2.610816,2.567373,2.519596,2.473818,2.430174,2.386033,2.344985,2.310558,2.281594,2.262887,2.255017,2.265297,2.32128,2.447242,2.618893,10.576,8.6271,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:06:04",10000,35,"GPGGA",20524,46.0395558666667,"N",-109.1734996,"W",19120
"SEC 1 EAST",3.018551,2.939164,2.870609,2.805969,2.740958,2.681187,2.626911,2.576156,2.532868,2.499994,2.482058,2.482692,2.492643,2.490912,2.4639,2.425569,2.407326,2.435313,2.515143,2.620679,2.69101,2.706077,2.688416,2.653337,2.605986,2.555886,2.508733,2.462645,2.417659,2.376202,2.340914,2.311363,2.292328,2.283182,2.29437,2.352013,2.480793,2.661166,10.059,8.4376,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:06:24",10000,35.3,"GPGGA",20542,46.0393872,"N",-109.173500283333,"W",19121
"SEC 1 EAST",3.02386,2.948322,2.882229,2.820728,2.758692,2.698185,2.643921,2.595108,2.552619,2.521404,2.505715,2.507286,2.519732,2.519555,2.493083,2.455382,2.438334,2.467368,2.549719,2.657719,2.728259,2.743719,2.72611,2.689843,2.64263,2.592261,2.5439,2.498243,2.45339,2.410525,2.374424,2.345799,2.325887,2.317047,2.328826,2.386182,2.516298,2.698815,8.7998,8.6449,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:06:46",10000,35.4,"GPGGA",20602,46.0392015833333,"N",-109.173500783333,"W",19122
"SEC 1 EAST",3.099508,3.020121,2.948853,2.884456,2.820187,2.758433,2.703473,2.653002,2.608784,2.576931,2.562186,2.56645,2.580089,2.582036,2.554591,2.514462,2.497356,2.529164,2.61744,2.732046,2.808402,2.826624,2.808526,2.77035,2.720553,2.666951,2.615417,2.566748,2.517929,2.47268,2.43462,2.403955,2.383546,2.374632,2.386185,2.446128,2.58471,2.780191,7.822,8.6452,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:07:09",10000,35.3,"GPGGA",20624,46.0389970833333,"N",-109.173501566667,"W",19123
"SEC 1 EAST",3.039356,2.959082,2.888808,2.825548,2.764325,2.705397,2.651385,2.598854,2.556334,2.526824,2.512991,2.518327,2.534901,2.537145,2.510854,2.473529,2.457416,2.491587,2.582769,2.69964,2.776756,2.794694,2.774365,2.735981,2.686702,2.633104,2.582818,2.535112,2.487154,2.442631,2.404625,2.373596,2.353649,2.344406,2.356278,2.417621,2.55661,2.750989,8.3518,8.4805,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:07:37",10000,35.1,"GPGGA",20647,46.0387847,"N",-109.173502033333,"W",19124
"SEC 1 EAST",3.135807,3.050958,2.976768,2.9067,2.838448,2.772756,2.712234,2.658223,2.6125,2.577135,2.558404,2.558836,2.570459,2.568745,2.540308,2.498652,2.479584,2.509287,2.594802,2.708302,2.783796,2.799196,2.779155,2.739696,2.688805,2.635112,2.583968,2.53548,2.486546,2.441626,2.40277,2.37188,2.351665,2.341821,2.353652,2.413112,2.550034,2.743111,8.4555,8.0784,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:08:24",10000,35.7,"GPGGA",20715,46.0385251333333,"N",-109.173502466667,"W",19125
"SEC 1 EAST",3.03863,2.960527,2.890441,2.825351,2.7603,2.699326,2.646286,2.597046,2.552537,2.520625,2.503869,2.505737,2.518541,2.51865,2.491291,2.453538,2.435945,2.465755,2.55078,2.660572,2.733565,2.749202,2.729477,2.691761,2.643488,2.591565,2.542259,2.495457,2.448809,2.406857,2.369277,2.338928,2.31904,2.309981,2.321146,2.379009,2.510663,2.694569,8.5499,8.3049,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:09:12",10000,35.4,"GPGGA",20801,46.0380975666667,"N",-109.173503433333,"W",19126
"SEC 1 EAST",3.184268,3.098566,3.021621,2.950571,2.880142,2.815478,2.756158,2.698717,2.649296,2.612105,2.589986,2.584423,2.590628,2.583376,2.552242,2.511708,2.49103,2.517126,2.595617,2.698993,2.766402,2.77955,2.758715,2.721603,2.673771,2.621994,2.572987,2.526006,2.479669,2.435709,2.398374,2.368348,2.348879,2.340411,2.351953,2.411608,2.543753,2.727376,10.372,8.2802,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:10:02",10000,35.6,"GPGGA",20850,46.0376387333333,"N",-109.173504916667,"W",19127
"SEC 1 EAST",3.136632,3.052166,2.977339,2.907645,2.839296,2.774132,2.714725,2.658247,2.610255,2.573915,2.551558,2.547215,2.553584,2.547219,2.515904,2.475463,2.454839,2.479727,2.556986,2.658074,2.724964,2.73877,2.720271,2.684778,2.638089,2.586882,2.538808,2.49245,2.445906,2.402704,2.366259,2.336514,2.317293,2.308692,2.319823,2.377951,2.50894,2.690364,11.017,8.5959,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:10:27",10000,36,"GPGGA",20940,46.0371515,"N",-109.173508716667,"W",19128
"SEC 1 EAST",3.186435,3.099916,3.022526,2.949675,2.878953,2.813938,2.753002,2.695516,2.64605,2.607273,2.584101,2.57977,2.585029,2.578442,2.546606,2.503924,2.482763,2.508061,2.585819,2.690307,2.759786,2.773305,2.754347,2.717488,2.668887,2.617921,2.568904,2.521439,2.474521,2.431124,2.393204,2.362711,2.342831,2.333459,2.345685,2.403993,2.53728,2.722843,10.138,7.9876,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:10:48",10000,36.1,"GPGGA",21005,46.03688195,"N",-109.1735097,"W",19129
"SEC 1 EAST",3.112023,3.034812,2.96518,2.900931,2.835331,2.772116,2.714725,2.661769,2.615849,2.580305,2.558751,2.554695,2.5608,2.554771,2.524316,2.48527,2.46374,2.487625,2.562286,2.660975,2.726392,2.740407,2.72306,2.689261,2.644279,2.594765,2.54752,2.501728,2.455877,2.413545,2.377991,2.347683,2.328637,2.320351,2.331321,2.388853,2.517894,2.693835,11.894,8.3704,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:11:06",10000,35.7,"GPGGA",21025,46.0366657833333,"N",-109.173509966667,"W",19130
"SEC 1 EAST",3.133336,3.048081,2.972024,2.899933,2.830915,2.766612,2.70728,2.6514,2.603633,2.566539,2.544913,2.541083,2.547811,2.542858,2.511403,2.470094,2.450063,2.475049,2.552849,2.657002,2.72621,2.740051,2.72236,2.685683,2.638966,2.587313,2.537863,2.491148,2.444379,2.400335,2.363423,2.33374,2.313849,2.305066,2.316705,2.375296,2.507936,2.692736,10.121,8.3688,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:11:26",10000,35.3,"GPGGA",21043,46.0364727833333,"N",-109.173510866667,"W",19131
"SEC 1 EAST",3.102637,3.021103,2.946033,2.878784,2.811007,2.747627,2.690074,2.635464,2.587367,2.551001,2.52926,2.522487,2.5271,2.520163,2.489363,2.450141,2.429515,2.452364,2.523674,2.619253,2.682871,2.696358,2.678368,2.644065,2.599498,2.550514,2.503453,2.458563,2.413451,2.372406,2.337691,2.308805,2.290183,2.281959,2.292746,2.349588,2.47528,2.649087,10.38,8.6765,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:11:47",10000,35.3,"GPGGA",21103,46.03627795,"N",-109.17351105,"W",19132
"SEC 1 EAST",3.108295,3.024399,2.948431,2.876888,2.807889,2.744659,2.688127,2.631426,2.582346,2.545039,2.52199,2.515972,2.520509,2.512863,2.481081,2.440659,2.419776,2.443318,2.516973,2.614956,2.679633,2.693295,2.675398,2.641034,2.595437,2.545086,2.497652,2.451824,2.405153,2.362832,2.326659,2.297472,2.278643,2.270503,2.281845,2.339517,2.469256,2.646612,11.612,8.5675,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:12:17",10000,35.3,"GPGGA",21124,46.0360702166667,"N",-109.173511533333,"W",19133
"SEC 1 EAST",3.268747,3.176853,3.094553,3.01864,2.94416,2.871076,2.805445,2.74597,2.693623,2.652745,2.629405,2.622313,2.627246,2.620248,2.585678,2.542953,2.521976,2.54798,2.629135,2.737056,2.806076,2.818022,2.797325,2.757869,2.70733,2.653127,2.600882,2.55115,2.502356,2.456284,2.417537,2.386263,2.365615,2.357389,2.369842,2.431663,2.571509,2.766102,10.029,8.2347,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:14:32",10000,35.1,"GPGGA",21154,46.0357601666667,"N",-109.173511966667,"W",19134
"SEC 1 EAST",3.184837,3.096891,3.019156,2.949162,2.876884,2.806361,2.744666,2.689299,2.640242,2.602736,2.581748,2.578595,2.586902,2.583243,2.552113,2.510403,2.489628,2.516364,2.599241,2.708891,2.781909,2.797868,2.777911,2.738296,2.688559,2.634631,2.584075,2.534956,2.486988,2.442038,2.404236,2.373254,2.35245,2.343249,2.354257,2.412945,2.548995,2.740141,7.6604,8.1935,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:15:59",10000,33.9,"GPGGA",21409,46.03617925,"N",-109.173353783333,"W",19135
"SEC 1 EAST",3.116085,3.032186,2.957141,2.885121,2.816877,2.756587,2.698096,2.641922,2.593033,2.554766,2.532561,2.527874,2.532245,2.52566,2.494919,2.454013,2.434087,2.459087,2.534379,2.633709,2.69929,2.71198,2.694467,2.659694,2.613482,2.56394,2.516588,2.47056,2.4253,2.382989,2.346505,2.318114,2.299008,2.290737,2.302834,2.360948,2.49146,2.672502,11.25,8.3964,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:16:30",10000,33.7,"GPGGA",21535,46.037013,"N",-109.173351383333,"W",19136
"SEC 1 EAST",3.2302,3.139493,3.059453,2.985291,2.91326,2.845484,2.783855,2.72535,2.674621,2.635934,2.613066,2.609327,2.616481,2.610003,2.578043,2.53547,2.514492,2.539934,2.621113,2.727899,2.799471,2.815151,2.796034,2.75873,2.71,2.656593,2.606087,2.558095,2.509778,2.464945,2.426891,2.3965,2.376602,2.36756,2.378941,2.440506,2.577261,2.769628,9.8724,7.992,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:16:53",10000,34,"GPGGA",21606,46.0373193333333,"N",-109.173350583333,"W",19137
"SEC 1 EAST",3.107403,3.024139,2.951238,2.881405,2.814665,2.752136,2.69326,2.639309,2.592468,2.556834,2.537678,2.536523,2.545234,2.543087,2.514184,2.473784,2.454638,2.482393,2.56488,2.672046,2.743663,2.758693,2.74008,2.702928,2.654597,2.603218,2.553925,2.50703,2.461204,2.417764,2.381325,2.352202,2.33171,2.322625,2.333019,2.391097,2.523796,2.710448,8.6553,8.5545,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:17:14",10000,34.1,"GPGGA",21630,46.0375591333333,"N",-109.173349366667,"W",19138
"SEC 1 EAST",3.165362,3.081484,3.009188,2.939918,2.872071,2.809729,2.751674,2.698522,2.653468,2.619768,2.604409,2.609113,2.624177,2.627295,2.599144,2.557705,2.540716,2.574349,2.666302,2.786431,2.867239,2.885372,2.866154,2.826155,2.774159,2.71902,2.666377,2.616148,2.567276,2.521458,2.482102,2.45095,2.429973,2.419525,2.431742,2.494688,2.636683,2.834129,6.9346,8.5731,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:17:33",10000,34.1,"GPGGA",21650,46.0377680666667,"N",-109.173349366667,"W",19139
"SEC 1 EAST",3.154727,3.068103,2.992148,2.922031,2.852913,2.786987,2.725914,2.671145,2.623966,2.588518,2.571586,2.572616,2.585164,2.584957,2.555768,2.513571,2.49465,2.525109,2.613802,2.731356,2.809819,2.826858,2.808075,2.767978,2.716739,2.662427,2.610312,2.561078,2.511644,2.465652,2.426745,2.396544,2.374494,2.364689,2.3765,2.437314,2.576997,2.77551,7.6124,8.2117,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:17:57",10000,34.3,"GPGGA",21709,46.0379670166667,"N",-109.17334855,"W",19140
"SEC 1 EAST",3.109082,3.026585,2.955307,2.887882,2.820701,2.757017,2.698691,2.646302,2.601746,2.56665,2.548302,2.548336,2.557307,2.555325,2.527822,2.487699,2.468507,2.496036,2.577918,2.687174,2.759839,2.775258,2.755752,2.717978,2.668592,2.616828,2.567232,2.520315,2.475115,2.430946,2.393638,2.364519,2.344088,2.334394,2.345465,2.403316,2.534812,2.720766,8.2089,7.7752,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:18:25",10000,34.5,"GPGGA",21733,46.0382196666667,"N",-109.173347583333,"W",19141
"SEC 1 EAST",3.1201,3.042321,2.971969,2.906446,2.842452,2.781718,2.727304,2.677771,2.634325,2.602211,2.586857,2.589522,2.603838,2.606146,2.579444,2.541469,2.523432,2.553795,2.641725,2.75659,2.832766,2.850764,2.832358,2.793836,2.744576,2.69174,2.641344,2.595261,2.54742,2.50268,2.465784,2.435844,2.414662,2.405716,2.41695,2.476165,2.61154,2.801963,7.2162,8.722,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:18:46",10000,34.7,"GPGGA",21801,46.0384859,"N",-109.173347516667,"W",19142
"SEC 1 EAST",2.926212,2.854952,2.792254,2.735274,2.681438,2.625785,2.573318,2.527912,2.489109,2.461537,2.45071,2.457685,2.474146,2.478364,2.454782,2.418884,2.4047,2.437019,2.522451,2.63284,2.705287,2.722421,2.706986,2.672086,2.627031,2.578501,2.530354,2.485292,2.441058,2.398789,2.363573,2.336119,2.316506,2.307466,2.319391,2.377072,2.508105,2.691061,8.5064,8.6499,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:19:04",10000,35,"GPGGA",21821,46.03867745,"N",-109.173346766667,"W",19143
"SEC 1 EAST",3.09124,3.012494,2.942811,2.878066,2.816305,2.756342,2.702127,2.652444,2.609112,2.578971,2.566393,2.571746,2.588722,2.592582,2.565907,2.526888,2.510838,2.544494,2.635787,2.754451,2.833841,2.853207,2.835705,2.796968,2.747225,2.694188,2.641212,2.592996,2.544846,2.499133,2.460789,2.430696,2.409617,2.400429,2.412635,2.473877,2.61389,2.811865,7.0128,8.9205,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:19:23",10000,34.7,"GPGGA",21840,46.0388650333333,"N",-109.173346066667,"W",19144
"SEC 1 EAST",2.992577,2.916507,2.851136,2.788808,2.726025,2.668157,2.615973,2.567506,2.526334,2.495759,2.480932,2.484646,2.497695,2.498416,2.474075,2.435602,2.418229,2.448112,2.530361,2.637905,2.711723,2.728676,2.71185,2.677237,2.630158,2.579718,2.532923,2.486013,2.440429,2.399613,2.362357,2.33333,2.314417,2.305041,2.316167,2.374482,2.504562,2.688001,10.511,8.4483,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:19:46",10000,34.8,"GPGGA",21859,46.0390375333333,"N",-109.173345383333,"W",19145
"SEC 1 EAST",3.144424,3.061594,2.985427,2.913375,2.845394,2.785233,2.729362,2.674754,2.626268,2.591822,2.574686,2.575559,2.588854,2.58736,2.558468,2.517187,2.498791,2.528941,2.61702,2.732563,2.809363,2.826878,2.80757,2.768227,2.718711,2.664944,2.613389,2.564958,2.516016,2.47041,2.432269,2.401205,2.38044,2.371384,2.383446,2.444039,2.583139,2.777709,7.7253,8.0672,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:20:11",10000,34.8,"GPGGA",21921,46.0392306666667,"N",-109.173344833333,"W",19146
"SEC 1 EAST",3.126837,3.042421,2.967272,2.896594,2.828478,2.764852,2.704656,2.6494,2.602794,2.565261,2.544291,2.542345,2.549537,2.543832,2.513123,2.471043,2.450268,2.476472,2.554007,2.65807,2.728076,2.742762,2.726078,2.691526,2.643863,2.593045,2.544575,2.496824,2.449914,2.406574,2.368979,2.339933,2.320347,2.310849,2.322923,2.382,2.514452,2.699263,11.738,7.9744,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:20:34",10000,35.1,"GPGGA",21946,46.0394501333333,"N",-109.173344916667,"W",19147
"SEC 1 EAST",3.096065,3.014207,2.940371,2.871735,2.806251,2.745188,2.687504,2.632703,2.586278,2.550504,2.530791,2.530041,2.538213,2.533075,2.503612,2.462595,2.442739,2.469956,2.548379,2.652491,2.722469,2.737252,2.720662,2.686738,2.640013,2.589759,2.542012,2.494909,2.448079,2.404895,2.367653,2.338555,2.31967,2.310588,2.322029,2.382677,2.515233,2.700738,12.509,8.0222,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","20:20:55",10000,35.1,"GPGGA",22009,46.03965405,"N",-109.17334415,"W",19148
