"sample_id","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","protein","moisture","slope1","bias1","slope2","bias2","product","date","time","int_time","temp","gps","utc_time","y","n","x","w","id"
"SEC 1 EAST",2.95738,2.88597,2.824229,2.76553,2.706563,2.652946,2.606429,2.561906,2.523318,2.494943,2.480507,2.483766,2.495731,2.496499,2.473734,2.440662,2.427042,2.459873,2.542095,2.646022,2.711994,2.723155,2.703216,2.667428,2.620358,2.571074,2.525584,2.481296,2.437752,2.39787,2.363125,2.336195,2.319241,2.311424,2.323042,2.380648,2.508446,2.685455,11.206,9.0596,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:19:05",10000,36.4,"GPGGA",211822,46.0388481166667,"N",-109.176834316667,"W",18574
"SEC 1 EAST",3.084711,3.008284,2.941535,2.878852,2.816352,2.757583,2.704418,2.655585,2.613953,2.582695,2.565265,2.566445,2.576086,2.574387,2.548208,2.512522,2.499061,2.531053,2.613754,2.718534,2.784594,2.79477,2.773586,2.735467,2.686744,2.636309,2.587949,2.541601,2.496737,2.454714,2.419146,2.391437,2.372894,2.365569,2.378613,2.43693,2.568855,2.752205,9.9315,8.9554,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:19:29",10000,35.7,"GPGGA",211839,46.0387277666667,"N",-109.176651166667,"W",18575
"SEC 1 EAST",3.100129,3.022516,2.953221,2.887077,2.823287,2.765131,2.711447,2.661165,2.617851,2.584688,2.567123,2.567654,2.577054,2.575411,2.549,2.512965,2.498474,2.531008,2.614964,2.722011,2.788854,2.798937,2.77809,2.738842,2.688943,2.638466,2.589232,2.542498,2.497078,2.453993,2.418217,2.389856,2.37111,2.36378,2.376919,2.435249,2.569612,2.756183,9.4604,8.8195,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:19:50",10000,35.7,"GPGGA",211903,46.0385324833333,"N",-109.176436866667,"W",18576
"SEC 1 EAST",3.221524,3.139369,3.06732,2.998744,2.930491,2.867664,2.812661,2.762153,2.717877,2.684904,2.666739,2.669689,2.682778,2.683724,2.657623,2.620298,2.60509,2.640503,2.731976,2.84901,2.924453,2.936089,2.914521,2.872088,2.818601,2.762786,2.710108,2.660328,2.611312,2.565809,2.526691,2.496242,2.476206,2.467804,2.481017,2.542379,2.683724,2.881644,9.9103,9.1347,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:20:13",10000,35.5,"GPGGA",211923,46.03835505,"N",-109.176289683333,"W",18577
"SEC 1 EAST",3.067507,2.99102,2.923594,2.860606,2.798094,2.741358,2.690732,2.641791,2.599635,2.568915,2.553299,2.555736,2.567786,2.56746,2.542547,2.507431,2.493314,2.527598,2.614509,2.721716,2.790452,2.801016,2.77886,2.740269,2.690562,2.640026,2.591549,2.544675,2.498547,2.456782,2.421249,2.391502,2.373439,2.365524,2.377919,2.436937,2.569989,2.756706,10.045,8.8986,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:20:33",10000,35.5,"GPGGA",211946,46.0381394166667,"N",-109.176150466667,"W",18578
"SEC 1 EAST",3.138633,3.061237,2.991241,2.923231,2.859838,2.802711,2.750729,2.700078,2.655077,2.622856,2.607495,2.609888,2.622844,2.623034,2.595631,2.559732,2.546662,2.581443,2.671828,2.785913,2.856398,2.86729,2.844159,2.803144,2.752728,2.699896,2.649481,2.601874,2.555083,2.510535,2.473517,2.443703,2.423981,2.416875,2.430533,2.491836,2.630302,2.825366,8.396,8.3766,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:20:54",10000,35.3,"GPGGA",212007,46.0379500333333,"N",-109.176004233333,"W",18579
"SEC 1 EAST",3.148623,3.071721,3.002148,2.938592,2.878473,2.822412,2.770237,2.721417,2.677271,2.645911,2.631237,2.634874,2.648965,2.650792,2.622817,2.587153,2.575112,2.610758,2.701679,2.816533,2.88788,2.899277,2.876514,2.835719,2.786093,2.731802,2.68113,2.632885,2.585786,2.540608,2.503311,2.474289,2.454742,2.446794,2.46029,2.521482,2.660544,2.854007,8.6498,8.7283,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:21:12",10000,35.1,"GPGGA",212027,46.0377782,"N",-109.1758433,"W",18580
"SEC 1 EAST",3.065798,2.993522,2.928091,2.866092,2.807057,2.753033,2.703193,2.656539,2.615582,2.584883,2.570078,2.572701,2.58442,2.583972,2.558828,2.525085,2.512074,2.545127,2.629467,2.735089,2.800605,2.810236,2.790027,2.752715,2.704186,2.654932,2.606859,2.561276,2.516645,2.474561,2.439187,2.411486,2.392771,2.386108,2.398675,2.455901,2.588661,2.771393,10.646,8.7089,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:21:28",10000,35.2,"GPGGA",212045,46.0376296,"N",-109.175688433333,"W",18581
"SEC 1 EAST",3.096443,3.017775,2.94858,2.883273,2.819907,2.7606,2.705335,2.654905,2.611539,2.57708,2.557261,2.554873,2.56136,2.557078,2.528735,2.492089,2.475802,2.50417,2.582237,2.679561,2.740833,2.749976,2.730614,2.696006,2.649139,2.599823,2.552345,2.506793,2.462394,2.420513,2.385117,2.35756,2.3403,2.333091,2.345528,2.403219,2.533442,2.710687,12.651,9.1885,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:21:48",10000,35.2,"GPGGA",212101,46.0375018666667,"N",-109.175565183333,"W",18582
"SEC 1 EAST",0,0,2.94858,2.883273,2.819907,2.7606,2.705335,2.654905,2.611539,2.57708,2.557261,2.554873,2.56136,2.557078,2.528735,2.492089,2.475802,2.50417,2.582237,2.679561,2.740833,2.749976,2.730614,2.696006,2.649139,2.599823,2.552345,2.506793,2.462394,2.420513,2.385117,2.35756,2.3403,2.333091,2.345528,2.403219,2.533442,2.710687,12.651,9.1885,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:21:50",10000,0,"GPGGA",212121,46.0373491666667,"N",-109.175424733333,"W",18583
"SEC 1 EAST",3.24258,3.156898,3.081457,3.010148,2.939196,2.873041,2.814781,2.759185,2.709826,2.672646,2.649153,2.644554,2.649032,2.640638,2.609463,2.571683,2.553135,2.580272,2.658716,2.758108,2.821022,2.831063,2.810355,2.773759,2.726466,2.673734,2.623904,2.576235,2.528131,2.484842,2.448789,2.419053,2.401073,2.394381,2.407023,2.468446,2.60594,2.790526,13.386,8.3674,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:22:16",10000,34.8,"GPGGA",203602,46.04413075,"N",-109.176028966667,"W",18584
"SEC 1 EAST",3.211263,3.127961,3.052939,2.982174,2.91266,2.850497,2.793407,2.738434,2.690829,2.654297,2.631977,2.628716,2.634883,2.628829,2.599106,2.560379,2.543619,2.574955,2.656491,2.759874,2.825167,2.833704,2.811502,2.773207,2.724053,2.671834,2.622748,2.574226,2.527232,2.483254,2.445705,2.416739,2.399168,2.391443,2.404689,2.465848,2.603235,2.793356,12.708,8.9708,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:22:36",10000,34.9,"GPGGA",212149,46.0371100166667,"N",-109.175229133333,"W",18585
"SEC 1 EAST",3.200382,3.121725,3.053822,2.990259,2.927474,2.870182,2.817717,2.767338,2.724679,2.692621,2.674085,2.673311,2.681568,2.6779,2.651581,2.616033,2.601016,2.632371,2.712118,2.812341,2.875576,2.883878,2.862079,2.825552,2.777462,2.72683,2.67975,2.633758,2.588652,2.547393,2.51165,2.483438,2.466275,2.458475,2.470612,2.529286,2.660221,2.841772,12.454,9.194,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:22:55",10000,34.8,"GPGGA",212209,46.0369545833333,"N",-109.175116366667,"W",18586
"SEC 1 EAST",3.069748,2.992381,2.925296,2.862949,2.80055,2.74326,2.692376,2.643592,2.600852,2.569629,2.552123,2.553319,2.564721,2.56145,2.53374,2.499148,2.48438,2.515199,2.597092,2.699906,2.764941,2.776342,2.755702,2.719524,2.673152,2.622339,2.574688,2.528665,2.482471,2.440379,2.405245,2.37643,2.358401,2.352099,2.364471,2.424026,2.55787,2.741321,11.416,8.4461,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:23:11",10000,34.5,"GPGGA",212227,46.03680715,"N",-109.175004133333,"W",18587
"SEC 1 EAST",3.063418,2.992304,2.928874,2.870054,2.811268,2.756421,2.707432,2.660769,2.620167,2.591103,2.574228,2.573991,2.583516,2.580407,2.554407,2.521186,2.507278,2.537621,2.614705,2.712184,2.773645,2.784447,2.764662,2.72995,2.685649,2.637193,2.591704,2.548126,2.503953,2.463333,2.429322,2.401736,2.384729,2.378135,2.389478,2.445884,2.572577,2.74554,11.76,9.4166,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:23:28",10000,35.1,"GPGGA",212244,46.0366687333333,"N",-109.174897466667,"W",18588
"SEC 1 EAST",3.200793,3.11903,3.044582,2.974464,2.909026,2.848319,2.790477,2.736559,2.690507,2.655343,2.636443,2.636147,2.645123,2.641718,2.612734,2.574667,2.559766,2.593855,2.68075,2.788955,2.85622,2.864625,2.842586,2.803431,2.752874,2.699818,2.650126,2.599937,2.55214,2.50726,2.46967,2.440625,2.421724,2.414022,2.427724,2.49008,2.630664,2.824349,12.474,8.9158,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:23:48",10000,34.9,"GPGGA",212300,46.0365416333333,"N",-109.1747904,"W",18589
"SEC 1 EAST",3.073193,2.996229,2.927969,2.86353,2.802574,2.745318,2.690648,2.639269,2.596129,2.563067,2.545473,2.545832,2.554357,2.550517,2.523528,2.487351,2.472971,2.504955,2.586311,2.688684,2.752283,2.760932,2.740319,2.704266,2.657077,2.606442,2.559282,2.513169,2.468128,2.426261,2.390666,2.362766,2.344945,2.337593,2.350585,2.410563,2.544865,2.729232,12.581,8.584,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:24:06",10000,34.9,"GPGGA",212320,46.0363978,"N",-109.17462365,"W",18590
"SEC 1 EAST",3.166656,3.088164,3.015988,2.948263,2.885165,2.826394,2.770878,2.716957,2.669453,2.633855,2.613383,2.60905,2.614294,2.607532,2.576454,2.539661,2.524031,2.554044,2.631231,2.728082,2.786639,2.794658,2.774136,2.738317,2.692716,2.643433,2.595961,2.550642,2.505055,2.462112,2.426797,2.399187,2.3821,2.376011,2.389281,2.450301,2.585067,2.765848,12.293,9.2436,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:24:29",10000,35.5,"GPGGA",212338,46.0362911166667,"N",-109.174440933333,"W",18591
"SEC 1 EAST",3.238322,3.152333,3.076893,3.007041,2.936033,2.871243,2.814479,2.759643,2.711337,2.675945,2.654554,2.652654,2.661192,2.656093,2.625776,2.588352,2.570102,2.601284,2.685731,2.791639,2.858913,2.869705,2.846867,2.807999,2.75804,2.703709,2.653204,2.604769,2.556139,2.511934,2.475016,2.444564,2.426265,2.419192,2.431656,2.494075,2.633327,2.824552,11.603,8.6914,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:24:50",10000,35.3,"GPGGA",212401,46.0361299166667,"N",-109.174195833333,"W",18592
"SEC 1 EAST",3.312217,3.224541,3.14646,3.072782,3.00103,2.931581,2.86715,2.807318,2.755971,2.71403,2.686463,2.677502,2.676785,2.664753,2.630723,2.589809,2.57014,2.594876,2.667339,2.761075,2.819314,2.825537,2.805048,2.769928,2.722669,2.671321,2.622883,2.575033,2.528048,2.485472,2.447804,2.419015,2.401852,2.394619,2.408257,2.468995,2.602835,2.783807,15.46,8.4688,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:25:13",10000,35.4,"GPGGA",212422,46.03595015,"N",-109.173970916667,"W",18593
"SEC 1 EAST",3.480245,3.389004,3.303252,3.223248,3.143881,3.071067,3.004324,2.939953,2.881237,2.833988,2.801802,2.788003,2.784016,2.76777,2.729189,2.685579,2.663347,2.685778,2.758131,2.849891,2.905948,2.912047,2.889975,2.85306,2.805274,2.752507,2.70201,2.653731,2.60433,2.558814,2.521563,2.49126,2.473052,2.466852,2.481284,2.543303,2.683196,2.868843,13.924,8.5765,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:25:36",10000,35.6,"GPGGA",212445,46.03572925,"N",-109.1737728,"W",18594
"SEC 1 EAST",3.34313,3.25416,3.173128,3.097862,3.025923,2.955844,2.891459,2.832201,2.779636,2.738847,2.712979,2.704272,2.70612,2.696397,2.661779,2.621115,2.603017,2.629726,2.707682,2.807527,2.868374,2.875353,2.852911,2.81416,2.765117,2.711081,2.660539,2.612832,2.564817,2.519614,2.482193,2.45279,2.434036,2.428153,2.4405,2.502671,2.641052,2.829462,12.152,9.0607,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:25:58",10000,35.8,"GPGGA",212508,46.0354983833333,"N",-109.173674633333,"W",18595
"SEC 1 EAST",3.231962,3.148904,3.074484,3.004447,2.933768,2.869012,2.81173,2.75732,2.709298,2.672697,2.64932,2.644257,2.649692,2.641922,2.610608,2.572741,2.554538,2.582154,2.660897,2.760894,2.824133,2.833148,2.810754,2.773333,2.72505,2.672002,2.622422,2.574965,2.527226,2.483415,2.446764,2.41714,2.398765,2.391443,2.404169,2.46415,2.599655,2.783807,12.762,8.6886,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:26:20",10000,35.9,"GPGGA",212529,46.0353082333333,"N",-109.173543816667,"W",18596
"SEC 1 EAST",3.146432,3.067205,2.996083,2.929342,2.865319,2.805733,2.749085,2.696915,2.651289,2.615744,2.59482,2.591242,2.596364,2.589973,2.560768,2.524909,2.51015,2.539387,2.616076,2.712345,2.771318,2.778,2.756902,2.720322,2.673363,2.62397,2.576151,2.53009,2.485645,2.443892,2.408556,2.381864,2.364237,2.358056,2.371748,2.430566,2.562872,2.743679,12.176,8.8341,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:26:42",10000,35.9,"GPGGA",212552,46.0351413666667,"N",-109.17331375,"W",18597
"SEC 1 EAST",3.216426,3.132093,3.05759,2.986721,2.918447,2.854582,2.795742,2.740882,2.694932,2.658097,2.63751,2.63621,2.643919,2.639899,2.610294,2.571574,2.555459,2.587726,2.672433,2.780467,2.84819,2.857813,2.835078,2.796531,2.745823,2.692472,2.641757,2.592667,2.54502,2.500961,2.46311,2.433804,2.414353,2.406129,2.419528,2.481149,2.618948,2.810738,11.462,8.5571,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:27:02",10000,36.5,"GPGGA",212613,46.0350006,"N",-109.17308575,"W",18598
"SEC 1 EAST",3.246745,3.163962,3.089345,3.018747,2.951059,2.88886,2.830704,2.774499,2.726489,2.690416,2.668882,2.66642,2.673548,2.667598,2.638457,2.598625,2.582944,2.614312,2.698082,2.803257,2.869137,2.87757,2.855144,2.816391,2.76586,2.712421,2.661985,2.612555,2.563912,2.51959,2.481445,2.451933,2.433658,2.426781,2.439473,2.502006,2.641454,2.834427,12.674,8.9366,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:27:28",10000,36.1,"GPGGA",212634,46.0348613666667,"N",-109.1728537,"W",18599
"SEC 1 EAST",3.247751,3.163276,3.086119,3.013818,2.944205,2.879371,2.82088,2.765224,2.715649,2.677591,2.655312,2.650125,2.654665,2.648642,2.617846,2.57981,2.563949,2.59419,2.67725,2.782022,2.844882,2.850966,2.826437,2.785275,2.73445,2.681302,2.630777,2.58251,2.53555,2.490768,2.453479,2.42427,2.405258,2.398023,2.411717,2.471882,2.608038,2.795634,10.612,8.6015,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:29:08",10000,36.2,"GPGGA",212659,46.0346848,"N",-109.172593733333,"W",18600
"SEC 1 EAST",3.338064,3.248156,3.168275,3.090161,3.016258,2.948746,2.884611,2.823786,2.77097,2.729117,2.702776,2.695288,2.697105,2.687655,2.654771,2.614394,2.597032,2.627687,2.710146,2.81361,2.875411,2.880511,2.854609,2.813802,2.761829,2.708132,2.655883,2.606312,2.557542,2.512323,2.473928,2.444284,2.425732,2.419134,2.432964,2.496531,2.637263,2.828845,12.044,8.6348,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:30:42",10000,35.1,"GPGGA",212839,46.0353994666667,"N",-109.1734443,"W",18601
"SEC 1 EAST",3.213365,3.130401,3.055598,2.984774,2.91926,2.85946,2.801161,2.745241,2.697177,2.660544,2.639854,2.638466,2.645933,2.641145,2.611574,2.572648,2.556645,2.588875,2.673326,2.779904,2.84611,2.854165,2.831098,2.792208,2.742283,2.690083,2.641811,2.59282,2.545591,2.501378,2.463661,2.433969,2.415592,2.408206,2.4217,2.483866,2.622228,2.811724,12.001,8.3346,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:31:42",10000,34.8,"GPGGA",213013,46.0362335333333,"N",-109.174127266667,"W",18602
"SEC 1 EAST",3.283523,3.197606,3.121241,3.048528,2.97782,2.910917,2.849185,2.792251,2.743318,2.704868,2.682049,2.67756,2.682875,2.67638,2.644167,2.603207,2.58595,2.614643,2.695884,2.800478,2.866795,2.876194,2.855152,2.81732,2.76767,2.714341,2.663453,2.614098,2.565771,2.520837,2.482503,2.452836,2.43373,2.426875,2.439386,2.50103,2.640319,2.83173,12.535,8.7991,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:32:23",10000,34.8,"GPGGA",213113,46.0366474,"N",-109.1747004,"W",18603
"SEC 1 EAST",3.323583,3.236354,3.158227,3.085076,3.012735,2.947984,2.888834,2.831008,2.781011,2.743028,2.719516,2.715537,2.722125,2.714546,2.682544,2.64221,2.62314,2.652586,2.73506,2.84039,2.907446,2.917977,2.896428,2.858383,2.808876,2.754929,2.704279,2.65469,2.605327,2.56051,2.522369,2.491872,2.47296,2.465307,2.478924,2.542128,2.683704,2.873827,12.916,8.5767,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:33:20",10000,35.2,"GPGGA",213153,46.0369972166667,"N",-109.174972016667,"W",18604
"SEC 1 EAST",3.10992,3.029158,2.958296,2.89202,2.826361,2.765614,2.711505,2.660182,2.615915,2.582454,2.56472,2.565212,2.575433,2.57372,2.545879,2.50876,2.493162,2.523775,2.607525,2.715848,2.785353,2.797361,2.777384,2.739332,2.690263,2.63826,2.588732,2.541294,2.495,2.451426,2.414415,2.385513,2.366399,2.358599,2.371044,2.430415,2.565662,2.75393,10.473,8.4702,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:34:02",10000,35.2,"GPGGA",213251,46.03747875,"N",-109.175355866667,"W",18605
"SEC 1 EAST",3.268436,3.182493,3.104822,3.032973,2.963928,2.903383,2.84812,2.791873,2.743769,2.709355,2.690635,2.692322,2.705235,2.703395,2.675784,2.639141,2.626369,2.667107,2.766801,2.887895,2.96049,2.967057,2.937169,2.890733,2.835175,2.776378,2.722616,2.672049,2.621738,2.575022,2.535417,2.503066,2.483443,2.475625,2.489627,2.555397,2.702347,2.904018,9.5333,8.5344,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:37:19",10000,35.9,"GPGGA",213332,46.0378120833333,"N",-109.175687016667,"W",18606
"SEC 1 EAST",3.299485,3.215893,3.136852,3.064829,2.995294,2.931839,2.875299,2.820635,2.772632,2.738122,2.719654,2.718019,2.72918,2.727412,2.698715,2.660859,2.645677,2.680423,2.772559,2.887948,2.960368,2.970925,2.945024,2.900821,2.847422,2.790601,2.737234,2.68743,2.637255,2.591319,2.553697,2.520634,2.50016,2.491776,2.503163,2.564859,2.706295,2.902555,7.782,9.1628,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:39:05",10000,36.5,"GPGGA",213649,46.0393763166667,"N",-109.1774945,"W",18607
"SEC 1 EAST",3.251927,3.168261,3.092764,3.02318,2.956649,2.89368,2.836322,2.782661,2.735338,2.701723,2.682688,2.68295,2.695211,2.694936,2.666255,2.627734,2.611855,2.64549,2.737133,2.853589,2.926781,2.940037,2.915279,2.872388,2.819963,2.764032,2.711668,2.662932,2.613633,2.567471,2.529345,2.498006,2.477367,2.468422,2.479214,2.53977,2.679245,2.872235,6.8444,9.0965,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:39:38",10000,36.6,"GPGGA",213835,46.04074505,"N",-109.17762285,"W",18608
"SEC 1 EAST",3.209386,3.126003,3.051778,2.982741,2.914706,2.853065,2.796136,2.741953,2.695796,2.660394,2.639617,2.638435,2.64646,2.641404,2.612055,2.573514,2.555572,2.585434,2.667767,2.773246,2.84122,2.851736,2.830049,2.793025,2.744034,2.690863,2.641164,2.592537,2.544795,2.501651,2.46383,2.433672,2.415217,2.406789,2.418323,2.477913,2.612858,2.800033,13.029,8.1219,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:39:57",10000,35.8,"GPGGA",213908,46.0412132,"N",-109.1775947,"W",18609
"SEC 1 EAST",3.490324,3.400016,3.319274,3.242429,3.168387,3.103533,3.043272,2.985312,2.934678,2.898211,2.881922,2.888044,2.905277,2.90932,2.881347,2.841651,2.829439,2.875504,2.985824,3.123325,3.208614,3.219567,3.189689,3.138237,3.076852,3.013533,2.953608,2.896864,2.841993,2.790504,2.747353,2.712436,2.688848,2.67883,2.693828,2.762527,2.92093,3.140692,6.0432,8.6093,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:40:57",10000,36,"GPGGA",213927,46.0414691333333,"N",-109.1775782,"W",18610
"SEC 1 EAST",3.230568,3.145363,3.071784,3.004373,2.934881,2.869251,2.81013,2.757401,2.711967,2.677725,2.661084,2.663284,2.676461,2.678482,2.650035,2.611131,2.596154,2.631862,2.725535,2.845946,2.922091,2.933802,2.909499,2.86486,2.81017,2.753713,2.700365,2.650267,2.601261,2.553696,2.514302,2.482925,2.461332,2.452196,2.464715,2.525856,2.666395,2.86682,6.4179,8.7925,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:41:34",10000,35.4,"GPGGA",214027,46.0424149,"N",-109.1775118,"W",18611
"SEC 1 EAST",3.045423,2.973479,2.908086,2.84737,2.787618,2.736562,2.68964,2.641915,2.600136,2.571281,2.555395,2.556708,2.567871,2.567906,2.543598,2.510837,2.497188,2.530287,2.614622,2.717869,2.781835,2.791941,2.769499,2.730775,2.684104,2.634751,2.588939,2.545322,2.501004,2.460385,2.426621,2.398802,2.380898,2.373295,2.384735,2.441909,2.570283,2.746752,8.7163,9.4157,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:42:41",10000,35,"GPGGA",214103,46.0428698,"N",-109.17746025,"W",18612
"SEC 1 EAST",3.189852,3.107323,3.036006,2.96856,2.901727,2.838912,2.783303,2.732798,2.687683,2.656044,2.640549,2.642547,2.65664,2.659571,2.636556,2.605512,2.59893,2.645618,2.753219,2.88087,2.948511,2.945615,2.909249,2.8567,2.797278,2.738034,2.68461,2.635406,2.586985,2.540312,2.501799,2.470826,2.450414,2.444127,2.460435,2.525975,2.673901,2.878746,8.2062,9.1578,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:47:14",10000,34.4,"GPGGA",214211,46.0437147666667,"N",-109.1773912,"W",18613
"SEC 1 EAST",3.173321,3.09049,3.017157,2.949714,2.883391,2.824317,2.769981,2.717391,2.672996,2.641588,2.626557,2.63203,2.648911,2.651956,2.626505,2.590604,2.577703,2.618178,2.717988,2.841529,2.919652,2.931448,2.905887,2.861788,2.80673,2.749407,2.696526,2.646278,2.596634,2.550803,2.511337,2.47983,2.460027,2.450931,2.464549,2.529577,2.675178,2.879923,8.7202,8.9106,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:47:46",10000,35.8,"GPGGA",214643,46.0436280666667,"N",-109.177219216667,"W",18614
"SEC 1 EAST",3.13194,3.052106,2.983155,2.918461,2.85248,2.789577,2.73415,2.682514,2.638625,2.606539,2.588423,2.588908,2.600448,2.599514,2.573147,2.537367,2.521777,2.555129,2.643529,2.754994,2.825322,2.834798,2.809773,2.768917,2.717849,2.663926,2.614497,2.567306,2.520455,2.477498,2.440258,2.410205,2.390557,2.382389,2.393847,2.454113,2.588797,2.776554,9.9653,8.6419,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:48:31",10000,35.9,"GPGGA",214716,46.0432739333333,"N",-109.1772202,"W",18615
"SEC 1 EAST",3.103065,3.02359,2.951851,2.88545,2.821076,2.76019,2.705165,2.653621,2.607354,2.573837,2.555883,2.554432,2.563723,2.561739,2.533502,2.497006,2.481752,2.513101,2.598238,2.70536,2.771502,2.782279,2.758838,2.719189,2.671235,2.618873,2.569702,2.523955,2.47803,2.434321,2.398588,2.369088,2.350002,2.342693,2.355145,2.414452,2.548591,2.73393,8.3408,8.7587,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:48:57",10000,36.1,"GPGGA",214800,46.0427792333333,"N",-109.177221833333,"W",18616
"SEC 1 EAST",3.07627,3.000888,2.934277,2.87211,2.80928,2.750643,2.698256,2.649574,2.605594,2.573111,2.553177,2.551038,2.557862,2.553972,2.527517,2.492272,2.475306,2.503564,2.581367,2.680691,2.744568,2.752755,2.730924,2.694339,2.647696,2.597956,2.551892,2.507184,2.463214,2.422845,2.3877,2.359056,2.340985,2.332992,2.344038,2.399853,2.52623,2.699298,12.243,8.5855,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:49:18",10000,36.1,"GPGGA",214826,46.0424856,"N",-109.177222283333,"W",18617
"SEC 1 EAST",3.146822,3.064756,2.990762,2.921461,2.85403,2.791133,2.735527,2.681891,2.634824,2.599706,2.578056,2.57384,2.581279,2.575588,2.546001,2.508666,2.491022,2.519005,2.599751,2.701654,2.766293,2.775592,2.752847,2.71381,2.666202,2.61481,2.56739,2.52067,2.475077,2.431458,2.394945,2.364753,2.34729,2.340466,2.352569,2.411305,2.544271,2.728073,10.739,8.4673,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:49:36",10000,36.1,"GPGGA",214847,46.0422486,"N",-109.177223566667,"W",18618
"SEC 1 EAST",3.105961,3.02692,2.956466,2.889003,2.8217,2.761387,2.706887,2.656124,2.611163,2.576993,2.557558,2.55656,2.565259,2.561423,2.535063,2.49868,2.482175,2.5133,2.595958,2.701048,2.767878,2.777656,2.755715,2.717141,2.668731,2.616331,2.568377,2.52205,2.477007,2.435452,2.398756,2.369822,2.351348,2.342993,2.355195,2.414136,2.544886,2.728739,11.014,8.3857,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:49:52",10000,36.2,"GPGGA",214905,46.0420450666667,"N",-109.177223816667,"W",18619
"SEC 1 EAST",3.154418,3.072345,3.000224,2.931832,2.866806,2.806445,2.75036,2.698552,2.654515,2.621103,2.604287,2.606903,2.619129,2.619148,2.593372,2.55649,2.542638,2.579328,2.670627,2.786144,2.859387,2.86953,2.845551,2.804451,2.751919,2.697473,2.646565,2.597058,2.548684,2.504816,2.466623,2.436847,2.417418,2.40906,2.421274,2.483428,2.623192,2.818467,10.535,8.5711,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:50:56",10000,35.9,"GPGGA",214921,46.04186655,"N",-109.1772246,"W",18620
"SEC 1 EAST",3.237371,3.149879,3.072176,3.000205,2.929737,2.867041,2.809655,2.753208,2.704967,2.670362,2.650655,2.650361,2.661396,2.658758,2.629596,2.591135,2.575121,2.610245,2.70188,2.81729,2.88978,2.90042,2.876098,2.834401,2.781436,2.725651,2.67374,2.623932,2.57416,2.528861,2.489769,2.45841,2.438967,2.430851,2.444235,2.50742,2.650755,2.850086,10.789,8.9192,1.08,-2.3,1,0.3,"Wheat16H","3/08/2017","15:51:22",10000,35.3,"GPGGA",215024,46.0411302333333,"N",-109.177226316667,"W",18621
